feature,importance,group
categorical__team_TORO,0.0,team
categorical__team_TOSP,0.0,team
categorical__team_TPG,0.0,team
categorical__team_TQM,0.0,team
categorical__team_TR,0.0,team
categorical__team_TR4K,0.0,team
categorical__team_TRB,0.0,team
categorical__team_TRD,0.0,team
categorical__team_TRG,0.0,team
categorical__team_TRI,0.0,team
categorical__team_TRIA,0.0,team
categorical__team_TRS,0.0,team
categorical__team_TRY,0.0,team
categorical__team_TS,0.0,team
categorical__team_TSG,0.0,team
categorical__team_TSM,0.0,team
categorical__team_TSR,0.0,team
categorical__team_TSY,0.0,team
categorical__team_TT,0.0,team
categorical__team_TTRS,0.0,team
categorical__team_TTSH,0.0,team
categorical__team_TTW,0.0,team
categorical__team_TUMT,0.0,team
categorical__team_TW,0.0,team
categorical__team_TWQ,0.0,team
categorical__team_TXR,0.0,team
categorical__team_TYR,0.0,team
categorical__team_TZ,0.0,team
categorical__team_Tact,0.0,team
categorical__team_Tail,0.0,team
categorical__team_Taip,0.0,team
categorical__team_Take,0.0,team
categorical__team_Tala,0.0,team
categorical__team_Taun,0.0,team
categorical__team_Taur,0.0,team
categorical__team_TeVo,0.0,team
categorical__team_Team,0.0,team
categorical__team_Temp,0.0,team
categorical__team_Tena,0.0,team
categorical__team_Test,0.0,team
categorical__team_The,0.0,team
categorical__team_TheL,0.0,team
categorical__team_Theo,0.0,team
categorical__team_Thie,0.0,team
categorical__team_Thor,0.0,team
categorical__team_Thou,0.0,team
categorical__team_Thri,0.0,team
categorical__team_Thro,0.0,team
categorical__team_Thun,0.0,team
categorical__team_TiA,0.0,team
categorical__team_Tida,0.0,team
categorical__team_Tieb,0.0,team
categorical__team_Tiik,0.0,team
categorical__team_Tita,0.0,team
categorical__team_Titx,0.0,team
categorical__team_To D,0.0,team
categorical__team_Toh,0.0,team
categorical__team_Toky,0.0,team
categorical__team_Tone,0.0,team
categorical__team_Top,0.0,team
categorical__team_Tori,0.0,team
categorical__team_Trea,0.0,team
categorical__team_Trei,0.0,team
categorical__team_TriM,0.0,team
categorical__team_Tril,0.0,team
categorical__team_Trin,0.0,team
categorical__team_Tris,0.0,team
categorical__team_Trop,0.0,team
categorical__team_True,0.0,team
categorical__team_Try,0.0,team
categorical__team_Tunk,0.0,team
categorical__team_Turm,0.0,team
categorical__team_UA,0.0,team
categorical__team_UAESA.G,0.0,team
categorical__team_UBI,0.0,team
categorical__team_UBT,0.0,team
categorical__team_UC,0.0,team
categorical__team_UCAM,0.0,team
categorical__team_UCE,0.0,team
categorical__team_UCF,0.0,team
categorical__team_UES,0.0,team
categorical__team_UFMG,0.0,team
categorical__team_UFO,0.0,team
categorical__team_UG,0.0,team
categorical__team_UGIT,0.0,team
categorical__team_UGK,0.0,team
categorical__team_UH E,0.0,team
categorical__team_UK,0.0,team
categorical__team_UL,0.0,team
categorical__team_ULUG,0.0,team
categorical__team_ULVL,0.0,team
categorical__team_UNB,0.0,team
categorical__team_UNDE,0.0,team
categorical__team_UNK,0.0,team
categorical__team_UNKT,0.0,team
categorical__team_UNN,0.0,team
categorical__team_UOL,0.0,team
categorical__team_UP,0.0,team
categorical__team_UR,0.0,team
categorical__team_UYU,0.0,team
categorical__team_Ugly,0.0,team
categorical__team_Ukul,0.0,team
categorical__team_Ulti,0.0,team
categorical__team_Un M,0.0,team
categorical__team_Unde,0.0,team
categorical__team_Unge,0.0,team
categorical__team_Unic,0.0,team
categorical__team_Uniq,0.0,team
categorical__team_Univ,0.0,team
categorical__team_Unkn,0.0,team
categorical__team_Unle,0.0,team
categorical__team_Unpr,0.0,team
categorical__team_Up N,0.0,team
categorical__team_Updr,0.0,team
categorical__team_Urub,0.0,team
categorical__team_Uruz,0.0,team
categorical__team_Utah,0.0,team
categorical__team_UwU,0.0,team
categorical__team_Uzhi,0.0,team
categorical__team_V K3,0.0,team
categorical__team_V1,0.0,team
categorical__team_V1XO,0.0,team
categorical__team_V7,0.0,team
categorical__team_VAGO,0.0,team
categorical__team_VALO,0.0,team
categorical__team_VAMO,0.0,team
categorical__team_VC7,0.0,team
categorical__team_VCT,0.0,team
categorical__team_VCTI,0.0,team
categorical__team_VCTRY,0.0,team
categorical__team_VE,0.0,team
categorical__team_VEN,0.0,team
categorical__team_VER,0.0,team
categorical__team_VEXEC,0.0,team
categorical__team_VEXO,0.0,team
categorical__team_VF,0.0,team
categorical__team_VGB,0.0,team
categorical__team_VGM,0.0,team
categorical__team_VIC,0.0,team
categorical__team_VIM,0.0,team
categorical__team_VIN,0.0,team
categorical__team_VIT,0.0,team
categorical__team_VKS,0.0,team
categorical__team_VL,0.0,team
categorical__team_VLK,0.0,team
categorical__team_VLN,0.0,team
categorical__team_VLT,0.0,team
categorical__team_VLX,0.0,team
categorical__team_VMS,0.0,team
categorical__team_VN,0.0,team
categorical__team_VNG,0.0,team
categorical__team_VOINxDRIP,0.0,team
categorical__team_VOIX,0.0,team
categorical__team_VOX.HK,0.0,team
categorical__team_VPK,0.0,team
categorical__team_VPZ,0.0,team
categorical__team_VRT,0.0,team
categorical__team_VRTX,0.0,team
categorical__team_VS,0.0,team
categorical__team_VV,0.0,team
categorical__team_VVC,0.0,team
categorical__team_VVT,0.0,team
categorical__team_VVV,0.0,team
categorical__team_VX1,0.0,team
categorical__team_VYG,0.0,team
categorical__team_Vacu,0.0,team
categorical__team_Vale,0.0,team
categorical__team_Valh,0.0,team
categorical__team_Valk,0.0,team
categorical__team_Valo,0.0,team
categorical__team_Vals,0.0,team
categorical__team_Vamm,0.0,team
categorical__team_Vanc,0.0,team
categorical__team_Vatr,0.0,team
categorical__team_Vcto,0.0,team
categorical__team_Vegg,0.0,team
categorical__team_Vend,0.0,team
categorical__team_Veno,0.0,team
categorical__team_Verm,0.0,team
categorical__team_Vert,0.0,team
categorical__team_Very,0.0,team
categorical__team_Vexed,0.0,team
categorical__team_Vi4,0.0,team
categorical__team_Vial,0.0,team
categorical__team_Vice,0.0,team
categorical__team_Vici,0.0,team
categorical__team_Vict,0.0,team
categorical__team_Viel,0.0,team
categorical__team_Vieu,0.0,team
categorical__team_Vipe,0.0,team
categorical__team_Vire,0.0,team
categorical__team_Virg,0.0,team
categorical__team_Virt,0.0,team
categorical__team_Vitr,0.0,team
categorical__team_Viva,0.0,team
categorical__team_Volt,0.0,team
categorical__team_Vora,0.0,team
categorical__team_Vozm,0.0,team
categorical__team_Vulp,0.0,team
categorical__team_Vx,0.0,team
categorical__team_W Ga,0.0,team
categorical__team_WAP,0.0,team
categorical__team_WAT,0.0,team
categorical__team_WATA,0.0,team
categorical__team_WAY,0.0,team
categorical__team_WB,0.0,team
categorical__team_WBB,0.0,team
categorical__team_WDNM,0.0,team
categorical__team_WEDA,0.0,team
categorical__team_WEDO,0.0,team
categorical__team_WEST,0.0,team
categorical__team_WFNT,0.0,team
categorical__team_WG,0.0,team
categorical__team_WGS,0.0,team
categorical__team_WHAA,0.0,team
categorical__team_WHAT,0.0,team
categorical__team_WHO,0.0,team
categorical__team_WHOM,0.0,team
categorical__team_WHR,0.0,team
categorical__team_WICK,0.0,team
categorical__team_WILD,0.0,team
categorical__team_WKR,0.0,team
categorical__team_WKTM,0.0,team
categorical__team_WL,0.0,team
categorical__team_WLG,0.0,team
categorical__team_WMF,0.0,team
categorical__team_WMTF,0.0,team
categorical__team_WNF,0.0,team
categorical__team_WP,0.0,team
categorical__team_WR,0.0,team
categorical__team_WRNG,0.0,team
categorical__team_WRS,0.0,team
categorical__team_WS,0.0,team
categorical__team_WT,0.0,team
categorical__team_WYWM,0.0,team
categorical__team_WaVii,0.0,team
categorical__team_WaW,0.0,team
categorical__team_Waif,0.0,team
categorical__team_Waka,0.0,team
categorical__team_Want,0.0,team
categorical__team_Warn,0.0,team
categorical__team_Wave,0.0,team
categorical__team_We D,0.0,team
categorical__team_We N,0.0,team
categorical__team_We R,0.0,team
categorical__team_Weak,0.0,team
categorical__team_Weeb,0.0,team
categorical__team_Ween,0.0,team
categorical__team_What,0.0,team
categorical__team_Whee,0.0,team
categorical__team_Whis,0.0,team
categorical__team_Whit,0.0,team
categorical__team_Whynot,0.0,team
categorical__team_WiLD,0.0,team
categorical__team_Wind,0.0,team
categorical__team_Wins,0.0,team
categorical__team_Witc,0.0,team
categorical__team_With,0.0,team
categorical__team_Wolf,0.0,team
categorical__team_Wolv,0.0,team
categorical__team_Wolves,0.0,team
categorical__team_Woof,0.0,team
categorical__team_Word,0.0,team
categorical__team_Wulf,0.0,team
categorical__team_Wygers,0.0,team
categorical__team_X10,0.0,team
categorical__team_X5,0.0,team
categorical__team_X7,0.0,team
categorical__team_X9ti,0.0,team
categorical__team_XF,0.0,team
categorical__team_XFlo,0.0,team
categorical__team_XIA,0.0,team
categorical__team_XIAO,0.0,team
categorical__team_XL,0.0,team
categorical__team_XLC,0.0,team
categorical__team_XLE,0.0,team
categorical__team_XO,0.0,team
categorical__team_XSET,0.0,team
categorical__team_XTM,0.0,team
categorical__team_XTR,0.0,team
categorical__team_XTRE,0.0,team
categorical__team_XYB,0.0,team
categorical__team_XYZ,0.0,team
categorical__team_XcN,0.0,team
categorical__team_Xiro,0.0,team
categorical__team_Xpli,0.0,team
categorical__team_Xtar,0.0,team
categorical__team_Xtre,0.0,team
categorical__team_Xzer,0.0,team
categorical__team_YA,0.0,team
categorical__team_YA M,0.0,team
categorical__team_YFP,0.0,team
categorical__team_YGGP,0.0,team
categorical__team_YLA,0.0,team
categorical__team_YMA,0.0,team
categorical__team_YMCA,0.0,team
categorical__team_YMG,0.0,team
categorical__team_YNH,0.0,team
categorical__team_YODH,0.0,team
categorical__team_YONK,0.0,team
categorical__team_YTX,0.0,team
categorical__team_YZ,0.0,team
categorical__team_Yaku,0.0,team
categorical__team_Yase,0.0,team
categorical__team_Youn,0.0,team
categorical__team_Z-Ma,0.0,team
categorical__team_Z11,0.0,team
categorical__team_Z19,0.0,team
categorical__team_ZDL,0.0,team
categorical__team_ZER,0.0,team
categorical__team_ZERO,0.0,team
categorical__team_ZETA,0.0,team
categorical__team_ZLS,0.0,team
categorical__team_ZMM,0.0,team
categorical__team_ZMM.B,0.0,team
categorical__team_ZMM.S,0.0,team
categorical__team_ZNTH,0.0,team
categorical__team_ZOL,0.0,team
categorical__team_ZOTIX,0.0,team
categorical__team_ZR,0.0,team
categorical__team_ZS,0.0,team
categorical__team_ZXC,0.0,team
categorical__team_ZZ,0.0,team
categorical__team_ZZZ,0.0,team
categorical__team_ZaPs,0.0,team
categorical__team_Zake,0.0,team
categorical__team_ZeN,0.0,team
categorical__team_Zeal,0.0,team
categorical__team_Zelo,0.0,team
categorical__team_Zen2,0.0,team
categorical__team_Zeni,0.0,team
categorical__team_Zerc,0.0,team
categorical__team_Zeus,0.0,team
categorical__team_Zofa,0.0,team
categorical__team_Zoni,0.0,team
categorical__team_Zoom,0.0,team
categorical__team_Zyti,0.0,team
categorical__team___unknown__,0.0,team
categorical__team_a cr,0.0,team
categorical__team_aaaa,0.0,team
categorical__team_abcd,0.0,team
categorical__team_abus,0.0,team
categorical__team_anim,0.0,team
categorical__team_anime,0.0,team
categorical__team_anor,0.0,team
categorical__team_aqua,0.0,team
categorical__team_atre,0.0,team
categorical__team_ayne,0.0,team
categorical__team_azzi,0.0,team
categorical__team_back,0.0,team
categorical__team_bana,0.0,team
categorical__team_bb k,0.0,team
categorical__team_bc,0.0,team
categorical__team_bene,0.0,team
categorical__team_best,0.0,team
categorical__team_bigm,0.0,team
categorical__team_blab,0.0,team
categorical__team_blac,0.0,team
categorical__team_blae,0.0,team
categorical__team_boa,0.0,team
categorical__team_boli,0.0,team
categorical__team_brat,0.0,team
categorical__team_bris,0.0,team
categorical__team_brow,0.0,team
categorical__team_call,0.0,team
categorical__team_calo,0.0,team
categorical__team_catJ,0.0,team
categorical__team_chil,0.0,team
categorical__team_chiu,0.0,team
categorical__team_cis,0.0,team
categorical__team_cool,0.0,team
categorical__team_couc,0.0,team
categorical__team_csde,0.0,team
categorical__team_cute,0.0,team
categorical__team_d0g,0.0,team
categorical__team_de_p,0.0,team
categorical__team_deat,0.0,team
categorical__team_deto,0.0,team
categorical__team_df,0.0,team
categorical__team_dgen,0.0,team
categorical__team_dior,0.0,team
categorical__team_dog$,0.0,team
categorical__team_dogz,0.0,team
categorical__team_doid,0.0,team
categorical__team_done,0.0,team
categorical__team_dotE,0.0,team
categorical__team_driv,0.0,team
categorical__team_eU,0.0,team
categorical__team_eXiLe,0.0,team
categorical__team_el b,0.0,team
categorical__team_eu e,0.0,team
categorical__team_ex I,0.0,team
categorical__team_ex l,0.0,team
categorical__team_ex-A,0.0,team
categorical__team_ex-P,0.0,team
categorical__team_ex-R,0.0,team
categorical__team_ex-R5,0.0,team
categorical__team_ex-S,0.0,team
categorical__team_ex-WC,0.0,team
categorical__team_expe,0.0,team
categorical__team_ez,0.0,team
categorical__team_ez5,0.0,team
categorical__team_fM,0.0,team
categorical__team_fR,0.0,team
categorical__team_fake,0.0,team
categorical__team_fast,0.0,team
categorical__team_fat7,0.0,team
categorical__team_feel,0.0,team
categorical__team_forZ,0.0,team
categorical__team_fort,0.0,team
categorical__team_frea,0.0,team
categorical__team_free,0.0,team
categorical__team_frog,0.0,team
categorical__team_full,0.0,team
categorical__team_furi,0.0,team
categorical__team_g0ga,0.0,team
categorical__team_geek,0.0,team
categorical__team_goth,0.0,team
categorical__team_gso,0.0,team
categorical__team_gucc,0.0,team
categorical__team_hPw,0.0,team
categorical__team_hash,0.0,team
categorical__team_head,0.0,team
categorical__team_hlns,0.0,team
categorical__team_iNCR,0.0,team
categorical__team_iNg,0.0,team
categorical__team_iPon,0.0,team
categorical__team_iXA,0.0,team
categorical__team_idkm,0.0,team
categorical__team_idon,0.0,team
categorical__team_illm,0.0,team
categorical__team_impr,0.0,team
categorical__team_jaba,0.0,team
categorical__team_jn,0.0,team
categorical__team_kapt,0.0,team
categorical__team_karm,0.0,team
categorical__team_keba,0.0,team
categorical__team_kom4ka,0.0,team
categorical__team_kryz,0.0,team
categorical__team_l3wn,0.0,team
categorical__team_lanc,0.0,team
categorical__team_lani,0.0,team
categorical__team_lave,0.0,team
categorical__team_lept,0.0,team
categorical__team_locu,0.0,team
categorical__team_look,0.0,team
categorical__team_m8,0.0,team
categorical__team_mato,0.0,team
categorical__team_mayb,0.0,team
categorical__team_mcch,0.0,team
categorical__team_mcdo,0.0,team
categorical__team_meme,0.0,team
categorical__team_mhm,0.0,team
categorical__team_miks,0.0,team
categorical__team_mira,0.0,team
categorical__team_mix,0.0,team
categorical__team_mix5,0.0,team
categorical__team_mode,0.0,team
categorical__team_monk,0.0,team
categorical__team_mozz,0.0,team
categorical__team_n0gr,0.0,team
categorical__team_nAts,0.0,team
categorical__team_nF,0.0,team
categorical__team_nW,0.0,team
categorical__team_naos,0.0,team
categorical__team_nebu,0.0,team
categorical__team_nerd,0.0,team
categorical__team_next,0.0,team
categorical__team_nice,0.0,team
categorical__team_nmDM,0.0,team
categorical__team_no n,0.0,team
categorical__team_notb,0.0,team
categorical__team_nuBo,0.0,team
categorical__team_nway,0.0,team
categorical__team_não,0.0,team
categorical__team_o7,0.0,team
categorical__team_oFby,0.0,team
categorical__team_onli,0.0,team
categorical__team_orgl,0.0,team
categorical__team_os r,0.0,team
categorical__team_owna,0.0,team
categorical__team_p5,0.0,team
categorical__team_paiN,0.0,team
categorical__team_pars,0.0,team
categorical__team_pepe,0.0,team
categorical__team_play,0.0,team
categorical__team_psyh,0.0,team
categorical__team_puGG,0.0,team
categorical__team_r5,0.0,team
categorical__team_radi,0.0,team
categorical__team_rank,0.0,team
categorical__team_rats,0.0,team
categorical__team_rciv,0.0,team
categorical__team_roar,0.0,team
categorical__team_sX,0.0,team
categorical__team_sad,0.0,team
categorical__team_sauce,0.0,team
categorical__team_seek,0.0,team
categorical__team_shar,0.0,team
categorical__team_shin,0.0,team
categorical__team_sile,0.0,team
categorical__team_slim,0.0,team
categorical__team_smel,0.0,team
categorical__team_soyb,0.0,team
categorical__team_swee,0.0,team
categorical__team_szme,0.0,team
categorical__team_tba,0.0,team
categorical__team_team,0.0,team
categorical__team_tftt,0.0,team
categorical__team_the,0.0,team
categorical__team_theg,0.0,team
categorical__team_thew,0.0,team
categorical__team_tier,0.0,team
categorical__team_tp2luz,0.0,team
categorical__team_tr4s,0.0,team
categorical__team_trop,0.0,team
categorical__team_tryi,0.0,team
categorical__team_tryo,0.0,team
categorical__team_turk,0.0,team
categorical__team_uG,0.0,team
categorical__team_uP,0.0,team
categorical__team_uhrb,0.0,team
categorical__team_ulit,0.0,team
categorical__team_unjo,0.0,team
categorical__team_unra,0.0,team
categorical__team_vega,0.0,team
categorical__team_velm,0.0,team
categorical__team_vodk,0.0,team
categorical__team_vole,0.0,team
categorical__team_w0wC,0.0,team
categorical__team_wS,0.0,team
categorical__team_wash,0.0,team
categorical__team_we l,0.0,team
categorical__team_who,0.0,team
categorical__team_whyd,0.0,team
categorical__team_winn,0.0,team
categorical__team_wm,0.0,team
categorical__team_xCee,0.0,team
categorical__team_xD,0.0,team
categorical__team_xt,0.0,team
categorical__team_yell,0.0,team
categorical__team_yoru,0.0,team
categorical__team_youn,0.0,team
categorical__team_zL,0.0,team
categorical__team_zTit,0.0,team
categorical__team_zZz,0.0,team
categorical__team_zero,0.0,team
categorical__team_zest,0.0,team
categorical__team_zyzz,0.0,team
categorical__team_Æ,0.0,team
categorical__team_świ,0.0,team
categorical__team_ŞAK,0.0,team
categorical__team_šmu,0.0,team
categorical__team_СС,0.0,team
categorical__team_ЧИ,0.0,team
categorical__team_ад,0.0,team
categorical__opponent_team_#1 Victory Royale,0.0,opponent_team
